id_fonte;pais_codigo;ano;genero;taxa_prevalencia
;;2002;SEX_MLE;13.99
;;2009;SEX_BTSX;3.03
;;2007;SEX_FMLE;3.73
;;2007;SEX_BTSX;6.46
;;2009;SEX_FMLE;7.62
;;2004;SEX_MLE;25.71
;;2017;SEX_MLE;7.18
;;2018;SEX_FMLE;0.74
;;2013;SEX_BTSX;1.35
;;2020;SEX_MLE;9.9
;;2000;SEX_BTSX;9.13
;;2006;SEX_FMLE;6.87
;;2000;SEX_MLE;4.12
;;2012;SEX_FMLE;1.57
;;2008;SEX_FMLE;2.95
;;2009;SEX_BTSX;19.61
;;2009;SEX_FMLE;4.3
;;2006;SEX_BTSX;30.31
;;2005;SEX_MLE;2.31
;;2018;SEX_BTSX;10.9
;;2017;SEX_BTSX;4.89
;;2008;SEX_FMLE;2.44
;;2008;SEX_FMLE;3.1
;;2000;SEX_MLE;4.38
;;2009;SEX_BTSX;19.09
;;2006;SEX_MLE;1.64
;;2012;SEX_MLE;10.89
;;2014;SEX_MLE;19.88
;;2011;SEX_FMLE;6.86
;;2016;SEX_MLE;23.43
;;2004;SEX_MLE;8.06
;;2003;SEX_MLE;2.09
;;2008;SEX_BTSX;4.26
;;2012;SEX_BTSX;9.91
;;2002;SEX_BTSX;12.26
;;2017;SEX_BTSX;15.29
;;2018;SEX_FMLE;5.25
;;2015;SEX_MLE;3.11
;;2020;SEX_FMLE;5.74
;;2008;SEX_MLE;11.49
;;2009;SEX_BTSX;7.11
;;2019;SEX_BTSX;10.43
;;2001;SEX_BTSX;7.74
;;2013;SEX_MLE;13.43
;;2012;SEX_FMLE;3.55
;;2011;SEX_BTSX;10.35
;;2015;SEX_MLE;30.71
;;2021;SEX_MLE;13.56
;;2015;SEX_FMLE;2.96
;;2007;SEX_BTSX;7.06
;;2000;SEX_MLE;8.99
;;2010;SEX_BTSX;5.88
;;2012;SEX_FMLE;1.67
;;2012;SEX_BTSX;19.17
;;2006;SEX_FMLE;4.99
;;2019;SEX_BTSX;3.29
;;2000;SEX_FMLE;10.12
;;2012;SEX_BTSX;8.46
;;2010;SEX_BTSX;11.38
;;2004;SEX_FMLE;2.77
;;2000;SEX_FMLE;3.16
;;2006;SEX_BTSX;4.0
;;2004;SEX_FMLE;3.78
;;2014;SEX_MLE;11.7
;;2015;SEX_MLE;11.51
;;2001;SEX_MLE;25.76
;;2000;SEX_MLE;18.24
;;2000;SEX_BTSX;9.2
;;2009;SEX_MLE;1.57
;;2013;SEX_MLE;16.58
;;2017;SEX_FMLE;5.46
;;2005;SEX_BTSX;9.82
;;2009;SEX_FMLE;3.68
;;2013;SEX_BTSX;22.56
;;2021;SEX_MLE;33.9
;;2011;SEX_BTSX;2.16
;;2010;SEX_BTSX;18.8
;;2017;SEX_BTSX;4.29
;;2003;SEX_BTSX;4.57
;;2003;SEX_MLE;30.96
;;2017;SEX_BTSX;10.57
;;2001;SEX_MLE;13.19
;;2003;SEX_FMLE;7.98
;;2010;SEX_FMLE;1.29
;;2004;SEX_MLE;23.32
;;2017;SEX_BTSX;6.7
;;2012;SEX_FMLE;15.22
;;2009;SEX_BTSX;5.47
;;2020;SEX_FMLE;4.3
;;2014;SEX_FMLE;1.23
;;2016;SEX_MLE;30.48
;;2009;SEX_MLE;8.18
;;2021;SEX_MLE;0.55
;;2000;SEX_FMLE;7.79
;;2019;SEX_BTSX;10.61
;;2013;SEX_MLE;5.17
;;2012;SEX_MLE;25.56
;;2004;SEX_FMLE;5.36
;;2021;SEX_BTSX;7.59
;;2019;SEX_FMLE;0.76
;;2010;SEX_FMLE;0.65
;;2016;SEX_MLE;19.54
;;2010;SEX_BTSX;6.63
;;2011;SEX_FMLE;4.44
;;2006;SEX_FMLE;4.08
;;2018;SEX_FMLE;5.74
;;2012;SEX_FMLE;2.43
;;2005;SEX_MLE;11.59
;;2009;SEX_FMLE;1.75
;;2006;SEX_FMLE;5.22
;;2003;SEX_MLE;49.35
;;2013;SEX_FMLE;1.6
;;2018;SEX_BTSX;9.95
;;2000;SEX_MLE;22.51
;;2011;SEX_FMLE;1.81
;;2011;SEX_BTSX;5.39
;;2014;SEX_MLE;9.56
;;2005;SEX_FMLE;2.87
;;2010;SEX_BTSX;5.26
;;2016;SEX_BTSX;10.53
;;2006;SEX_FMLE;2.32
;;2008;SEX_MLE;9.33
;;2001;SEX_FMLE;6.0
;;2009;SEX_FMLE;5.64
;;2009;SEX_BTSX;3.91
;;2011;SEX_MLE;11.76
;;2014;SEX_BTSX;8.4
;;2006;SEX_MLE;1.6
;;2006;SEX_FMLE;6.98
;;2006;SEX_BTSX;17.63
;;2011;SEX_FMLE;5.75
;;2011;SEX_BTSX;3.68
;;2008;SEX_MLE;13.02
;;2003;SEX_MLE;7.62
;;2009;SEX_BTSX;6.34
;;2008;SEX_MLE;11.96
;;2021;SEX_FMLE;1.03
;;2016;SEX_FMLE;5.35
;;2020;SEX_BTSX;11.77
;;2010;SEX_MLE;27.91
;;2006;SEX_FMLE;6.68
;;2000;SEX_BTSX;16.53
;;2008;SEX_BTSX;14.24
;;2019;SEX_FMLE;0.86
;;2011;SEX_BTSX;6.07
;;2014;SEX_FMLE;1.52
;;2008;SEX_MLE;26.84
;;2004;SEX_FMLE;3.19
;;2012;SEX_MLE;7.17
;;2021;SEX_BTSX;10.84
;;2003;SEX_MLE;4.5
;;2012;SEX_BTSX;5.69
;;2005;SEX_BTSX;5.27
;;2000;SEX_FMLE;11.31
;;2021;SEX_BTSX;5.67
;;2003;SEX_BTSX;10.61
;;2001;SEX_MLE;18.1
;;2002;SEX_MLE;12.61
;;2004;SEX_BTSX;5.77
;;2006;SEX_BTSX;7.24
;;2018;SEX_FMLE;1.14
;;2005;SEX_MLE;13.15
;;2001;SEX_FMLE;3.22
;;2013;SEX_BTSX;25.82
;;2004;SEX_MLE;1.04
;;2009;SEX_BTSX;2.07
;;2000;SEX_MLE;24.82
;;2001;SEX_BTSX;1.88
;;2018;SEX_FMLE;6.02
;;2006;SEX_FMLE;4.23
;;2018;SEX_MLE;20.54
;;2011;SEX_FMLE;3.6
;;2015;SEX_FMLE;4.43
;;2008;SEX_BTSX;9.88
;;2015;SEX_FMLE;2.64
;;2018;SEX_MLE;18.25
;;2013;SEX_MLE;17.67
;;2020;SEX_MLE;17.99
;;2021;SEX_BTSX;1.96
;;2004;SEX_BTSX;7.7
;;2012;SEX_MLE;1.41
;;2002;SEX_MLE;4.46
;;2018;SEX_FMLE;3.69
;;2021;SEX_MLE;6.97
;;2011;SEX_FMLE;1.42
;;2009;SEX_BTSX;16.15
;;2010;SEX_BTSX;8.1
;;2006;SEX_MLE;12.49
;;2002;SEX_BTSX;6.32
;;2015;SEX_FMLE;5.75
;;2017;SEX_FMLE;3.68
;;2015;SEX_BTSX;3.75
;;2018;SEX_BTSX;1.7
;;2006;SEX_MLE;61.14
;;2001;SEX_MLE;6.83
;;2021;SEX_FMLE;13.63
;;2014;SEX_FMLE;1.15
;;2019;SEX_BTSX;4.3
;;2011;SEX_FMLE;7.71
;;2016;SEX_MLE;8.37
;;2001;SEX_BTSX;7.68
;;2012;SEX_FMLE;2.51
;;2010;SEX_BTSX;18.78
;;2006;SEX_FMLE;7.0
;;2016;SEX_MLE;8.11
;;2001;SEX_BTSX;4.34
;;2004;SEX_MLE;22.16
;;2013;SEX_FMLE;5.42
;;2004;SEX_BTSX;6.83
;;2004;SEX_FMLE;4.14
;;2016;SEX_FMLE;1.56
;;2015;SEX_MLE;12.14
;;2020;SEX_FMLE;5.67
;;2012;SEX_MLE;10.14
;;2014;SEX_FMLE;6.37
;;2002;SEX_FMLE;1.79
;;2016;SEX_MLE;33.96
;;2016;SEX_MLE;2.76
;;2015;SEX_MLE;12.67
;;2004;SEX_BTSX;4.26
;;2013;SEX_FMLE;6.37
;;2014;SEX_BTSX;16.1
;;2015;SEX_FMLE;2.19
;;2011;SEX_FMLE;1.66
;;2019;SEX_MLE;10.0
;;2005;SEX_MLE;8.25
;;2015;SEX_BTSX;5.22
;;2016;SEX_BTSX;3.07
;;2014;SEX_BTSX;21.89
;;2002;SEX_MLE;12.35
;;2014;SEX_FMLE;9.64
;;2000;SEX_BTSX;21.08
;;2007;SEX_BTSX;4.89
;;2013;SEX_BTSX;9.22
;;2001;SEX_MLE;6.06
;;2006;SEX_MLE;7.6
;;2003;SEX_FMLE;4.12
;;2016;SEX_MLE;1.97
;;2006;SEX_BTSX;12.44
;;2012;SEX_BTSX;12.65
;;2014;SEX_MLE;39.57
;;2010;SEX_FMLE;0.29
;;2014;SEX_MLE;14.37
;;2012;SEX_FMLE;3.16
;;2021;SEX_FMLE;11.13
;;2018;SEX_MLE;10.58
;;2009;SEX_FMLE;3.7
;;2005;SEX_FMLE;1.2
;;2017;SEX_MLE;11.19
;;2006;SEX_BTSX;15.72
;;2019;SEX_MLE;19.13
;;2016;SEX_MLE;58.63
;;2012;SEX_FMLE;8.0
;;2009;SEX_FMLE;4.46
;;2003;SEX_BTSX;13.13
;;2004;SEX_FMLE;3.81
;;2019;SEX_MLE;11.71
;;2021;SEX_FMLE;2.44
;;2002;SEX_MLE;26.22
;;2019;SEX_FMLE;3.28
;;2000;SEX_FMLE;7.37
;;2007;SEX_BTSX;4.82
;;2017;SEX_BTSX;11.96
;;2018;SEX_BTSX;0.71
;;2002;SEX_FMLE;3.42
;;2004;SEX_MLE;14.13
;;2009;SEX_MLE;11.01
;;2004;SEX_FMLE;11.14
;;2004;SEX_FMLE;5.7
;;2011;SEX_FMLE;7.65
;;2009;SEX_FMLE;6.01
;;2012;SEX_MLE;16.9
;;2012;SEX_FMLE;6.89
;;2007;SEX_FMLE;12.04
;;2020;SEX_FMLE;3.36
;;2008;SEX_BTSX;10.84
;;2015;SEX_FMLE;6.49
;;2001;SEX_MLE;11.13
;;2016;SEX_BTSX;10.15
;;2008;SEX_BTSX;9.13
;;2011;SEX_FMLE;4.09
;;2003;SEX_FMLE;5.19
;;2015;SEX_BTSX;12.19
;;2012;SEX_MLE;20.51
;;2010;SEX_MLE;35.15
;;2000;SEX_BTSX;18.46
;;2020;SEX_FMLE;2.09
;;2002;SEX_BTSX;18.2
;;2001;SEX_BTSX;7.44
;;2005;SEX_FMLE;3.61
;;2005;SEX_BTSX;8.79
;;2009;SEX_MLE;31.34
;;2000;SEX_FMLE;9.76
;;2015;SEX_MLE;4.03
;;2014;SEX_BTSX;1.09
;;2014;SEX_FMLE;4.03
;;2007;SEX_BTSX;12.99
;;2008;SEX_FMLE;0.0
;;2002;SEX_FMLE;1.42
;;2017;SEX_BTSX;1.29
;;2004;SEX_BTSX;14.11
;;2009;SEX_FMLE;4.33
;;2012;SEX_MLE;13.76
;;2020;SEX_MLE;2.27
;;2019;SEX_MLE;16.51
;;2009;SEX_BTSX;17.95
;;2020;SEX_BTSX;13.13
;;2001;SEX_BTSX;6.43
;;2021;SEX_BTSX;6.86
;;2021;SEX_BTSX;1.65
;;2016;SEX_FMLE;2.72
;;2001;SEX_FMLE;4.77
;;2013;SEX_FMLE;1.35
;;2018;SEX_MLE;10.68
;;2018;SEX_FMLE;11.98
;;2010;SEX_MLE;18.84
;;2008;SEX_MLE;21.11
;;2007;SEX_FMLE;10.47
;;2001;SEX_MLE;18.15
;;2011;SEX_BTSX;6.53
;;2012;SEX_BTSX;1.01
;;2021;SEX_FMLE;1.47
;;2014;SEX_MLE;14.96
;;2017;SEX_BTSX;14.65
;;2009;SEX_BTSX;2.8
;;2013;SEX_BTSX;1.68
;;2019;SEX_BTSX;12.83
;;2020;SEX_BTSX;10.39
;;2015;SEX_MLE;33.42
;;2004;SEX_FMLE;2.81
;;2001;SEX_MLE;7.5
;;2006;SEX_FMLE;11.74
;;2017;SEX_BTSX;7.1
;;2017;SEX_MLE;14.45
;;2009;SEX_FMLE;7.67
;;2010;SEX_FMLE;0.56
;;2021;SEX_BTSX;2.92
;;2014;SEX_BTSX;11.19
;;2016;SEX_MLE;18.42
;;2014;SEX_FMLE;0.51
;;2020;SEX_BTSX;19.64
;;2020;SEX_FMLE;0.66
;;2000;SEX_MLE;19.55
;;2020;SEX_FMLE;0.31
;;2013;SEX_BTSX;11.52
;;2001;SEX_BTSX;19.14
;;2001;SEX_FMLE;6.07
;;2006;SEX_MLE;2.62
;;2017;SEX_FMLE;8.67
;;2017;SEX_FMLE;3.43
;;2014;SEX_MLE;4.3
;;2002;SEX_BTSX;6.92
;;2005;SEX_FMLE;5.54
;;2019;SEX_BTSX;5.63
;;2016;SEX_BTSX;10.82
;;2017;SEX_MLE;21.28
;;2002;SEX_BTSX;3.93
;;2013;SEX_FMLE;8.14
;;2008;SEX_FMLE;0.51
;;2021;SEX_FMLE;0.87
;;2020;SEX_BTSX;7.83
;;2018;SEX_BTSX;6.34
;;2019;SEX_MLE;13.0
;;2001;SEX_FMLE;6.71
;;2011;SEX_FMLE;3.7
;;2021;SEX_FMLE;3.16
;;2002;SEX_MLE;11.51
;;2007;SEX_FMLE;5.59
;;2010;SEX_BTSX;31.56
;;2002;SEX_FMLE;7.44
;;2006;SEX_MLE;35.51
;;2004;SEX_FMLE;1.41
;;2018;SEX_FMLE;4.44
;;2010;SEX_FMLE;7.54
;;2012;SEX_BTSX;2.87
;;2016;SEX_BTSX;9.74
;;2015;SEX_FMLE;1.66
;;2000;SEX_FMLE;4.66
;;2007;SEX_FMLE;5.96
;;2005;SEX_BTSX;11.24
;;2014;SEX_MLE;4.1
;;2001;SEX_BTSX;6.52
;;2014;SEX_FMLE;3.04
;;2008;SEX_FMLE;3.68
;;2001;SEX_MLE;65.67
;;2015;SEX_FMLE;2.43
;;2001;SEX_BTSX;4.66
;;2011;SEX_FMLE;0.87
;;2017;SEX_BTSX;13.41
;;2020;SEX_FMLE;3.74
;;2013;SEX_BTSX;7.4
;;2011;SEX_MLE;31.83
;;2003;SEX_MLE;6.59
;;2001;SEX_BTSX;5.54
;;2012;SEX_MLE;19.35
;;2002;SEX_MLE;4.65
;;2021;SEX_BTSX;11.22
;;2007;SEX_BTSX;27.22
;;2002;SEX_MLE;21.16
;;2021;SEX_MLE;3.64
;;2014;SEX_MLE;6.97
;;2018;SEX_MLE;2.83
;;2008;SEX_MLE;10.5
;;2011;SEX_FMLE;2.5
;;2006;SEX_FMLE;7.66
;;2007;SEX_FMLE;3.24
;;2001;SEX_FMLE;5.62
;;2011;SEX_BTSX;7.8
;;2008;SEX_BTSX;20.74
;;2015;SEX_BTSX;11.98
;;2014;SEX_BTSX;9.02
;;2000;SEX_BTSX;1.1
;;2000;SEX_BTSX;8.83
;;2003;SEX_MLE;16.46
;;2021;SEX_MLE;10.55
;;2013;SEX_FMLE;6.61
;;2005;SEX_MLE;1.0
;;2020;SEX_MLE;3.74
;;2008;SEX_BTSX;2.84
;;2008;SEX_FMLE;4.56
;;2017;SEX_BTSX;9.84
;;2016;SEX_MLE;19.27
;;2021;SEX_FMLE;0.39
;;2021;SEX_FMLE;0.42
;;2012;SEX_BTSX;0.85
;;2008;SEX_FMLE;3.68
;;2004;SEX_FMLE;11.03
;;2004;SEX_MLE;7.04
;;2010;SEX_BTSX;10.59
;;2005;SEX_MLE;22.68
;;2000;SEX_FMLE;0.98
;;2021;SEX_MLE;2.28
;;2000;SEX_MLE;38.2
;;2000;SEX_MLE;18.51
;;2014;SEX_MLE;25.9
;;2004;SEX_FMLE;6.16
;;2005;SEX_BTSX;2.02
;;2015;SEX_FMLE;6.22
;;2016;SEX_BTSX;7.36
;;2005;SEX_MLE;3.19
;;2014;SEX_MLE;0.0
;;2009;SEX_BTSX;12.43
;;2009;SEX_BTSX;12.7
;;2015;SEX_FMLE;1.03
;;2011;SEX_BTSX;10.92
;;2004;SEX_FMLE;0.91
;;2018;SEX_FMLE;3.79
;;2011;SEX_FMLE;5.23
;;2011;SEX_MLE;19.18
;;2009;SEX_MLE;38.86
;;2015;SEX_BTSX;35.57
;;2001;SEX_BTSX;2.5
;;2007;SEX_BTSX;4.5
;;2018;SEX_BTSX;5.51
;;2003;SEX_BTSX;6.43
;;2007;SEX_BTSX;18.87
;;2014;SEX_BTSX;15.99
;;2017;SEX_FMLE;1.37
;;2020;SEX_FMLE;5.56
;;2020;SEX_MLE;7.33
;;2002;SEX_FMLE;8.9
;;2016;SEX_FMLE;8.55
;;2010;SEX_MLE;8.31
;;2020;SEX_BTSX;9.63
;;2000;SEX_MLE;24.52
;;2007;SEX_FMLE;5.22
;;2009;SEX_MLE;3.57
;;2013;SEX_BTSX;16.21
;;2014;SEX_FMLE;0.41
;;2017;SEX_MLE;11.1
;;2001;SEX_MLE;20.91
;;2003;SEX_FMLE;3.34
;;2012;SEX_FMLE;3.98
;;2020;SEX_MLE;2.77
;;2006;SEX_MLE;1.29
;;2014;SEX_BTSX;11.74
;;2006;SEX_FMLE;2.97
;;2008;SEX_BTSX;12.87
;;2011;SEX_FMLE;1.41
;;2012;SEX_FMLE;3.31
;;2018;SEX_MLE;16.58
;;2010;SEX_FMLE;5.63
;;2002;SEX_FMLE;7.33
;;2004;SEX_FMLE;6.76
;;2002;SEX_FMLE;0.84
;;2002;SEX_FMLE;2.6
;;2004;SEX_MLE;13.4
;;2007;SEX_MLE;3.77
;;2003;SEX_BTSX;14.45
;;2015;SEX_FMLE;4.07
;;2002;SEX_MLE;23.4
;;2014;SEX_MLE;11.38
;;2012;SEX_BTSX;21.3
;;2016;SEX_MLE;7.95
;;2006;SEX_FMLE;6.31
;;2001;SEX_MLE;9.71
;;2003;SEX_BTSX;14.74
;;2001;SEX_FMLE;3.57
;;2020;SEX_BTSX;0.66
;;2018;SEX_FMLE;1.88
;;2020;SEX_BTSX;7.3
;;2021;SEX_MLE;15.03
;;2005;SEX_BTSX;2.21
;;2007;SEX_BTSX;29.76
;;2012;SEX_FMLE;5.5
;;2013;SEX_FMLE;0.51
;;2011;SEX_FMLE;8.66
;;2002;SEX_MLE;8.35
;;2002;SEX_FMLE;5.61
;;2012;SEX_FMLE;3.93
;;2007;SEX_BTSX;10.66
;;2019;SEX_BTSX;5.55
;;2011;SEX_BTSX;9.32
;;2019;SEX_FMLE;7.7
;;2006;SEX_MLE;6.21
;;2015;SEX_BTSX;1.68
;;2005;SEX_FMLE;3.45
;;2002;SEX_BTSX;7.45
;;2017;SEX_FMLE;0.57
;;2004;SEX_BTSX;13.08
;;2021;SEX_BTSX;5.64
;;2001;SEX_BTSX;13.97
;;2019;SEX_BTSX;3.89
;;2000;SEX_MLE;6.3
;;2018;SEX_MLE;5.28
;;2007;SEX_BTSX;6.47
;;2013;SEX_FMLE;2.82
;;2007;SEX_BTSX;9.5
;;2008;SEX_MLE;24.4
;;2009;SEX_MLE;7.5
;;2005;SEX_MLE;6.17
;;2006;SEX_FMLE;2.52
;;2008;SEX_FMLE;7.38
;;2013;SEX_FMLE;3.05
;;2001;SEX_FMLE;4.24
;;2002;SEX_BTSX;2.25
;;2021;SEX_BTSX;11.42
;;2001;SEX_BTSX;19.49
;;2008;SEX_MLE;15.91
;;2013;SEX_BTSX;13.51
;;2002;SEX_MLE;20.26
;;2005;SEX_MLE;39.02
;;2020;SEX_FMLE;1.54
;;2017;SEX_FMLE;3.11
;;2014;SEX_FMLE;5.5
;;2016;SEX_MLE;17.62
;;2007;SEX_BTSX;34.28
;;2002;SEX_FMLE;4.86
;;2008;SEX_FMLE;3.76
;;2019;SEX_MLE;21.72
;;2020;SEX_FMLE;5.53
;;2018;SEX_BTSX;23.42
;;2000;SEX_FMLE;1.94
;;2003;SEX_MLE;15.36
;;2013;SEX_BTSX;7.07
;;2006;SEX_FMLE;4.49
;;2000;SEX_MLE;8.86
;;2017;SEX_FMLE;4.86
;;2009;SEX_MLE;12.94
;;2005;SEX_FMLE;3.77
;;2007;SEX_MLE;17.46
;;2006;SEX_BTSX;5.91
;;2005;SEX_BTSX;11.17
;;2003;SEX_BTSX;7.8
;;2021;SEX_BTSX;19.79
;;2001;SEX_MLE;13.78
;;2008;SEX_BTSX;0.72
;;2018;SEX_BTSX;4.2
;;2013;SEX_BTSX;10.26
;;2003;SEX_BTSX;4.46
;;2012;SEX_MLE;23.55
;;2005;SEX_FMLE;1.84
;;2011;SEX_MLE;5.86
;;2003;SEX_BTSX;12.52
;;2003;SEX_FMLE;4.5
;;2004;SEX_BTSX;8.05
;;2011;SEX_BTSX;1.62
;;2015;SEX_MLE;5.3
;;2012;SEX_BTSX;11.89
;;2011;SEX_FMLE;4.22
;;2010;SEX_BTSX;17.19
;;2011;SEX_BTSX;4.78
;;2020;SEX_BTSX;4.35
;;2000;SEX_FMLE;6.42
;;2014;SEX_BTSX;1.26
;;2002;SEX_MLE;23.3
;;2004;SEX_MLE;7.81
;;2000;SEX_FMLE;7.21
;;2012;SEX_MLE;11.09
;;2000;SEX_MLE;27.91
;;2006;SEX_MLE;7.9
;;2015;SEX_BTSX;10.2
;;2002;SEX_BTSX;4.24
;;2003;SEX_BTSX;3.59
;;2021;SEX_BTSX;2.84
;;2019;SEX_FMLE;4.08
;;2012;SEX_BTSX;5.12
;;2009;SEX_BTSX;3.07
;;2007;SEX_MLE;20.87
;;2005;SEX_BTSX;14.83
;;2004;SEX_BTSX;2.84
;;2014;SEX_FMLE;0.63
;;2019;SEX_FMLE;1.97
;;2004;SEX_MLE;46.97
;;2021;SEX_MLE;0.87
;;2009;SEX_FMLE;6.89
;;2008;SEX_BTSX;20.74
;;2008;SEX_BTSX;0.84
;;2009;SEX_BTSX;33.1
;;2005;SEX_MLE;17.76
;;2004;SEX_FMLE;2.55
;;2004;SEX_MLE;10.04
;;2013;SEX_MLE;21.55
;;2011;SEX_MLE;6.64
;;2007;SEX_BTSX;28.71
;;2002;SEX_MLE;8.61
;;2003;SEX_FMLE;6.31
;;2015;SEX_BTSX;4.91
;;2005;SEX_MLE;12.82
;;2006;SEX_FMLE;3.78
;;2013;SEX_MLE;7.69
;;2004;SEX_FMLE;8.2
;;2010;SEX_FMLE;0.95
;;2011;SEX_BTSX;24.16
;;2001;SEX_FMLE;4.22
;;2020;SEX_FMLE;6.73
;;2006;SEX_FMLE;9.71
;;2012;SEX_BTSX;9.55
;;2017;SEX_MLE;2.53
;;2002;SEX_MLE;5.07
;;2008;SEX_BTSX;6.9
;;2004;SEX_FMLE;5.23
;;2007;SEX_FMLE;8.92
;;2016;SEX_FMLE;1.79
;;2010;SEX_FMLE;5.25
;;2007;SEX_MLE;13.51
;;2001;SEX_FMLE;7.45
;;2003;SEX_BTSX;10.46
;;2015;SEX_BTSX;5.72
;;2017;SEX_BTSX;9.71
;;2013;SEX_MLE;2.59
;;2012;SEX_BTSX;12.15
;;2020;SEX_FMLE;2.09
;;2009;SEX_FMLE;2.49
;;2017;SEX_MLE;16.29
;;2015;SEX_MLE;11.45
;;2019;SEX_FMLE;3.02
;;2010;SEX_FMLE;5.54
;;2000;SEX_MLE;8.86
;;2003;SEX_FMLE;12.31
;;2019;SEX_MLE;23.02
;;2004;SEX_BTSX;4.87
;;2019;SEX_BTSX;20.1
;;2006;SEX_BTSX;12.43
;;2010;SEX_MLE;13.9
;;2002;SEX_FMLE;15.28
;;2005;SEX_MLE;37.45
;;2011;SEX_BTSX;5.39
;;2017;SEX_BTSX;11.09
;;2020;SEX_FMLE;6.77
;;2019;SEX_MLE;37.12
;;2013;SEX_FMLE;1.11
;;2003;SEX_BTSX;6.41
;;2020;SEX_MLE;12.72
;;2020;SEX_FMLE;3.07
;;2011;SEX_MLE;13.35
;;2015;SEX_BTSX;1.55
;;2006;SEX_BTSX;19.1
;;2018;SEX_FMLE;5.75
;;2017;SEX_BTSX;3.09
;;2018;SEX_MLE;10.62
;;2013;SEX_MLE;6.58
;;2005;SEX_MLE;14.46
;;2009;SEX_FMLE;5.46
;;2007;SEX_BTSX;24.02
;;2004;SEX_BTSX;6.7
;;2016;SEX_MLE;6.3
;;2008;SEX_BTSX;23.73
;;2017;SEX_BTSX;23.31
;;2006;SEX_MLE;11.2
;;2001;SEX_BTSX;18.4
;;2003;SEX_FMLE;6.7
;;2009;SEX_FMLE;3.18
;;2009;SEX_FMLE;0.81
;;2006;SEX_MLE;47.21
;;2010;SEX_BTSX;0.85
;;2009;SEX_FMLE;10.66
;;2003;SEX_FMLE;2.61
;;2002;SEX_BTSX;21.02
;;2007;SEX_MLE;14.33
;;2003;SEX_BTSX;18.62
;;2011;SEX_BTSX;13.02
;;2009;SEX_BTSX;12.04
;;2020;SEX_MLE;17.83
;;2003;SEX_FMLE;0.41
;;2019;SEX_BTSX;12.22
;;2004;SEX_MLE;4.11
;;2009;SEX_FMLE;1.6
;;2016;SEX_MLE;5.54
;;2011;SEX_FMLE;5.23
;;2009;SEX_FMLE;7.19
;;2002;SEX_BTSX;5.74
;;2003;SEX_MLE;4.09
;;2021;SEX_MLE;7.19
;;2010;SEX_BTSX;14.26
;;2014;SEX_BTSX;11.87
;;2005;SEX_FMLE;9.77
;;2006;SEX_MLE;17.26
;;2020;SEX_MLE;18.31
;;2015;SEX_FMLE;10.45
;;2021;SEX_BTSX;8.95
;;2001;SEX_BTSX;35.02
;;2008;SEX_MLE;1.58
;;2011;SEX_MLE;13.27
;;2017;SEX_BTSX;8.19
;;2019;SEX_BTSX;4.14
;;2011;SEX_MLE;25.29
;;2002;SEX_MLE;23.35
;;2004;SEX_MLE;7.45
;;2001;SEX_FMLE;6.47
;;2020;SEX_FMLE;2.98
;;2019;SEX_MLE;21.78
;;2003;SEX_FMLE;3.33
;;2005;SEX_MLE;15.97
;;2018;SEX_FMLE;0.39
;;2007;SEX_MLE;7.56
;;2021;SEX_FMLE;2.92
;;2019;SEX_MLE;12.43
;;2000;SEX_FMLE;3.72
;;2012;SEX_MLE;22.03
;;2004;SEX_MLE;18.76
;;2019;SEX_MLE;21.9
;;2020;SEX_FMLE;1.6
;;2001;SEX_FMLE;4.39
;;2017;SEX_MLE;12.71
;;2013;SEX_FMLE;2.81
;;2006;SEX_BTSX;24.29
;;2010;SEX_FMLE;3.0
;;2019;SEX_BTSX;10.41
;;2020;SEX_BTSX;2.06
;;2002;SEX_BTSX;4.57
;;2000;SEX_FMLE;15.24
;;2010;SEX_FMLE;4.34
;;2014;SEX_MLE;29.1
;;2015;SEX_BTSX;8.7
;;2007;SEX_FMLE;3.77
;;2007;SEX_MLE;8.52
;;2013;SEX_FMLE;3.0
;;2011;SEX_MLE;2.35
;;2003;SEX_MLE;16.01
;;2002;SEX_MLE;31.58
;;2017;SEX_MLE;11.94
;;2003;SEX_FMLE;6.8
;;2001;SEX_BTSX;1.43
;;2020;SEX_MLE;15.56
;;2019;SEX_MLE;12.63
;;2021;SEX_FMLE;5.98
;;2004;SEX_MLE;23.25
;;2004;SEX_BTSX;16.36
;;2003;SEX_BTSX;14.58
;;2021;SEX_MLE;22.11
;;2015;SEX_MLE;2.88
;;2012;SEX_FMLE;5.69
;;2014;SEX_FMLE;2.44
;;2000;SEX_BTSX;7.7
;;2021;SEX_FMLE;4.81
;;2008;SEX_FMLE;0.4
;;2003;SEX_FMLE;1.75
;;2017;SEX_MLE;7.51
;;2004;SEX_BTSX;20.58
;;2008;SEX_FMLE;4.0
;;2007;SEX_BTSX;13.91
;;2006;SEX_FMLE;4.76
;;2015;SEX_MLE;34.86
;;2000;SEX_MLE;7.62
;;2021;SEX_BTSX;9.37
;;2007;SEX_MLE;20.19
;;2017;SEX_BTSX;1.75
;;2012;SEX_BTSX;5.93
;;2010;SEX_BTSX;16.5
;;2019;SEX_BTSX;11.63
;;2010;SEX_FMLE;4.5
;;2012;SEX_BTSX;14.61
;;2019;SEX_BTSX;14.27
;;2015;SEX_FMLE;4.54
;;2011;SEX_FMLE;1.51
;;2003;SEX_BTSX;11.77
;;2006;SEX_MLE;14.59
;;2008;SEX_MLE;29.74
